"","X","REGION","ISLAND","DIVEID","SEGMENT","ANALYSIS_SEC"
"1",1,"MARIAN","Guam",201105051,1,"GUAM_EAST_OPEN"
"2",2,"MARIAN","Guam",201105051,2,"GUAM_EAST_OPEN"
"3",3,"MARIAN","Guam",201105051,3,"GUAM_EAST_OPEN"
"4",4,"MARIAN","Guam",201105051,4,"GUAM_EAST_OPEN"
"5",5,"MARIAN","Guam",201105051,5,"GUAM_EAST_OPEN"
"6",6,"MARIAN","Guam",201105051,6,"GUAM_EAST_OPEN"
"7",7,"MARIAN","Guam",201105051,7,"GUAM_EAST_OPEN"
"8",8,"MARIAN","Guam",201105051,8,"GUAM_EAST_OPEN"
"9",9,"MARIAN","Guam",201105051,9,"GUAM_EAST_OPEN"
"10",10,"MARIAN","Guam",201105051,10,"GUAM_EAST_OPEN"
"11",11,"MARIAN","Guam",201105052,1,"GUAM_EAST_OPEN"
"12",12,"MARIAN","Guam",201105052,2,"GUAM_EAST_OPEN"
"13",13,"MARIAN","Guam",201105052,3,"GUAM_EAST_OPEN"
"14",14,"MARIAN","Guam",201105052,4,"GUAM_EAST_OPEN"
"15",15,"MARIAN","Guam",201105052,5,"GUAM_EAST_OPEN"
"16",16,"MARIAN","Guam",201105052,6,"GUAM_EAST_OPEN"
"17",17,"MARIAN","Guam",201105052,7,"GUAM_EAST_OPEN"
"18",18,"MARIAN","Guam",201105052,8,"GUAM_EAST_OPEN"
"19",19,"MARIAN","Guam",201105052,9,"GUAM_EAST_OPEN"
"20",20,"MARIAN","Guam",201105052,10,"GUAM_EAST_OPEN"
"21",21,"MARIAN","Guam",201105053,1,"GUAM_EAST_OPEN"
"22",22,"MARIAN","Guam",201105053,2,"GUAM_EAST_OPEN"
"23",23,"MARIAN","Guam",201105053,3,"GUAM_EAST_OPEN"
"24",24,"MARIAN","Guam",201105053,4,"GUAM_EAST_OPEN"
"25",25,"MARIAN","Guam",201105053,5,"GUAM_EAST_OPEN"
"26",26,"MARIAN","Guam",201105053,6,"GUAM_EAST_OPEN"
"27",27,"MARIAN","Guam",201105053,7,"GUAM_EAST_OPEN"
"28",28,"MARIAN","Guam",201105053,8,"GUAM_EAST_OPEN"
"29",29,"MARIAN","Guam",201105053,9,"GUAM_EAST_OPEN"
"30",30,"MARIAN","Guam",201105053,10,"GUAM_EAST_OPEN"
"31",31,"MARIAN","Guam",201105054,1,"GUAM_EAST_OPEN"
"32",32,"MARIAN","Guam",201105054,2,"GUAM_EAST_OPEN"
"33",33,"MARIAN","Guam",201105054,3,"GUAM_EAST_OPEN"
"34",34,"MARIAN","Guam",201105054,4,"GUAM_EAST_OPEN"
"35",35,"MARIAN","Guam",201105054,5,"GUAM_EAST_OPEN"
"36",36,"MARIAN","Guam",201105054,6,"GUAM_EAST_OPEN"
"37",37,"MARIAN","Guam",201105054,7,"GUAM_EAST_OPEN"
"38",38,"MARIAN","Guam",201105054,8,"GUAM_EAST_OPEN"
"39",39,"MARIAN","Guam",201105054,9,"GUAM_EAST_OPEN"
"40",40,"MARIAN","Guam",201105054,10,"GUAM_EAST_OPEN"
"41",41,"MARIAN","Guam",201105055,1,"GUAM_EAST_OPEN"
"42",42,"MARIAN","Guam",201105055,2,"GUAM_EAST_OPEN"
"43",43,"MARIAN","Guam",201105055,3,"GUAM_EAST_OPEN"
"44",44,"MARIAN","Guam",201105055,4,"GUAM_EAST_OPEN"
"45",45,"MARIAN","Guam",201105055,5,"GUAM_EAST_OPEN"
"46",46,"MARIAN","Guam",201105055,6,"GUAM_EAST_OPEN"
"47",47,"MARIAN","Guam",201105055,7,"GUAM_EAST_OPEN"
"48",48,"MARIAN","Guam",201105055,8,"GUAM_EAST_OPEN"
"49",49,"MARIAN","Guam",201105055,9,"GUAM_EAST_OPEN"
"50",50,"MARIAN","Guam",201105055,10,"GUAM_EAST_OPEN"
"51",51,"MARIAN","Guam",201105061,1,"GUAM_WEST_OPEN"
"52",52,"MARIAN","Guam",201105061,2,"GUAM_WEST_OPEN"
"53",53,"MARIAN","Guam",201105061,3,"GUAM_WEST_OPEN"
"54",54,"MARIAN","Guam",201105061,4,"GUAM_WEST_OPEN"
"55",55,"MARIAN","Guam",201105061,5,"GUAM_WEST_OPEN"
"56",56,"MARIAN","Guam",201105061,6,"GUAM_WEST_OPEN"
"57",57,"MARIAN","Guam",201105061,7,"GUAM_WEST_OPEN"
"58",58,"MARIAN","Guam",201105061,8,"GUAM_WEST_OPEN"
"59",59,"MARIAN","Guam",201105061,9,"GUAM_WEST_OPEN"
"60",60,"MARIAN","Guam",201105061,10,"GUAM_WEST_OPEN"
"61",61,"MARIAN","Guam",201105062,1,"GUAM_WEST_OPEN"
"62",62,"MARIAN","Guam",201105062,2,"GUAM_WEST_OPEN"
"63",63,"MARIAN","Guam",201105062,3,"GUAM_WEST_OPEN"
"64",64,"MARIAN","Guam",201105062,4,"GUAM_WEST_OPEN"
"65",65,"MARIAN","Guam",201105062,5,"GUAM_WEST_OPEN"
"66",66,"MARIAN","Guam",201105062,6,"GUAM_WEST_OPEN"
"67",67,"MARIAN","Guam",201105062,7,"GUAM_WEST_OPEN"
"68",68,"MARIAN","Guam",201105062,8,"GUAM_WEST_OPEN"
"69",69,"MARIAN","Guam",201105062,9,"GUAM_WEST_OPEN"
"70",70,"MARIAN","Guam",201105062,10,"GUAM_WEST_OPEN"
"71",71,"MARIAN","Guam",201105063,1,"PATI_PT_MPA"
"72",72,"MARIAN","Guam",201105063,2,"PATI_PT_MPA"
"73",73,"MARIAN","Guam",201105063,3,"PATI_PT_MPA"
"74",74,"MARIAN","Guam",201105063,4,"PATI_PT_MPA"
"75",75,"MARIAN","Guam",201105063,5,"PATI_PT_MPA"
"76",76,"MARIAN","Guam",201105063,6,"PATI_PT_MPA"
"77",77,"MARIAN","Guam",201105063,7,"PATI_PT_MPA"
"78",78,"MARIAN","Guam",201105063,8,"PATI_PT_MPA"
"79",79,"MARIAN","Guam",201105063,9,"PATI_PT_MPA"
"80",80,"MARIAN","Guam",201105063,10,"PATI_PT_MPA"
"81",81,"MARIAN","Guam",201105064,1,"PATI_PT_MPA"
"82",82,"MARIAN","Guam",201105064,2,"PATI_PT_MPA"
"83",83,"MARIAN","Guam",201105064,3,"PATI_PT_MPA"
"84",84,"MARIAN","Guam",201105064,4,"PATI_PT_MPA"
"85",85,"MARIAN","Guam",201105064,5,"PATI_PT_MPA"
"86",86,"MARIAN","Guam",201105064,6,"PATI_PT_MPA"
"87",87,"MARIAN","Guam",201105064,7,"PATI_PT_MPA"
"88",88,"MARIAN","Guam",201105064,8,"PATI_PT_MPA"
"89",89,"MARIAN","Guam",201105064,9,"PATI_PT_MPA"
"90",90,"MARIAN","Guam",201105064,10,"PATI_PT_MPA"
"91",91,"MARIAN","Guam",201105065,1,"PATI_PT_MPA"
"92",92,"MARIAN","Guam",201105065,2,"PATI_PT_MPA"
"93",93,"MARIAN","Guam",201105065,3,"PATI_PT_MPA"
"94",94,"MARIAN","Guam",201105065,4,"PATI_PT_MPA"
"95",95,"MARIAN","Guam",201105065,5,"PATI_PT_MPA"
"96",96,"MARIAN","Guam",201105065,6,"PATI_PT_MPA"
"97",97,"MARIAN","Guam",201105065,7,"PATI_PT_MPA"
"98",98,"MARIAN","Guam",201105065,8,"PATI_PT_MPA"
"99",99,"MARIAN","Guam",201105065,9,"PATI_PT_MPA"
"100",100,"MARIAN","Guam",201105065,10,"PATI_PT_MPA"
"101",101,"MARIAN","Guam",201105071,1,"GUAM_WEST_OPEN"
"102",102,"MARIAN","Guam",201105071,2,"GUAM_WEST_OPEN"
"103",103,"MARIAN","Guam",201105071,3,"GUAM_WEST_OPEN"
"104",104,"MARIAN","Guam",201105071,4,"GUAM_WEST_OPEN"
"105",105,"MARIAN","Guam",201105071,5,"GUAM_WEST_OPEN"
"106",106,"MARIAN","Guam",201105071,6,"GUAM_WEST_OPEN"
"107",107,"MARIAN","Guam",201105071,7,"GUAM_WEST_OPEN"
"108",108,"MARIAN","Guam",201105071,8,"GUAM_WEST_OPEN"
"109",109,"MARIAN","Guam",201105071,9,"GUAM_WEST_OPEN"
"110",110,"MARIAN","Guam",201105071,10,"GUAM_WEST_OPEN"
"111",111,"MARIAN","Guam",201105072,1,"GUAM_WEST_OPEN"
"112",112,"MARIAN","Guam",201105072,2,"GUAM_WEST_OPEN"
"113",113,"MARIAN","Guam",201105072,3,"GUAM_WEST_OPEN"
"114",114,"MARIAN","Guam",201105072,4,"GUAM_WEST_OPEN"
"115",115,"MARIAN","Guam",201105072,5,"GUAM_WEST_OPEN"
"116",116,"MARIAN","Guam",201105072,6,"GUAM_WEST_OPEN"
"117",117,"MARIAN","Guam",201105072,7,"GUAM_WEST_OPEN"
"118",118,"MARIAN","Guam",201105072,8,"GUAM_WEST_OPEN"
"119",119,"MARIAN","Guam",201105072,9,"GUAM_WEST_OPEN"
"120",120,"MARIAN","Guam",201105072,10,"GUAM_WEST_OPEN"
"121",121,"MARIAN","Guam",201105073,1,"GUAM_WEST_OPEN"
"122",122,"MARIAN","Guam",201105073,2,"GUAM_WEST_OPEN"
"123",123,"MARIAN","Guam",201105073,3,"GUAM_WEST_OPEN"
"124",124,"MARIAN","Guam",201105073,4,"GUAM_WEST_OPEN"
"125",125,"MARIAN","Guam",201105073,5,"GUAM_WEST_OPEN"
"126",126,"MARIAN","Guam",201105073,6,"GUAM_WEST_OPEN"
"127",127,"MARIAN","Guam",201105073,7,"GUAM_WEST_OPEN"
"128",128,"MARIAN","Guam",201105073,8,"ACHANG_MPA"
"129",129,"MARIAN","Guam",201105073,9,"ACHANG_MPA"
"130",130,"MARIAN","Guam",201105073,10,"ACHANG_MPA"
"131",131,"MARIAN","Guam",201105074,1,"GUAM_EAST_OPEN"
"132",132,"MARIAN","Guam",201105074,2,"GUAM_EAST_OPEN"
"133",133,"MARIAN","Guam",201105074,3,"GUAM_EAST_OPEN"
"134",134,"MARIAN","Guam",201105074,4,"GUAM_EAST_OPEN"
"135",135,"MARIAN","Guam",201105074,5,"GUAM_EAST_OPEN"
"136",136,"MARIAN","Guam",201105074,6,"GUAM_EAST_OPEN"
"137",137,"MARIAN","Guam",201105074,7,"GUAM_EAST_OPEN"
"138",138,"MARIAN","Guam",201105074,8,"GUAM_EAST_OPEN"
"139",139,"MARIAN","Guam",201105074,9,"GUAM_EAST_OPEN"
"140",140,"MARIAN","Guam",201105074,10,"GUAM_EAST_OPEN"
"141",141,"MARIAN","Guam",201105075,1,"GUAM_EAST_OPEN"
"142",142,"MARIAN","Guam",201105075,2,"GUAM_EAST_OPEN"
"143",143,"MARIAN","Guam",201105075,3,"GUAM_EAST_OPEN"
"144",144,"MARIAN","Guam",201105075,4,"GUAM_EAST_OPEN"
"145",145,"MARIAN","Guam",201105075,5,"GUAM_EAST_OPEN"
"146",146,"MARIAN","Guam",201105075,6,"GUAM_EAST_OPEN"
"147",147,"MARIAN","Guam",201105075,7,"GUAM_EAST_OPEN"
"148",148,"MARIAN","Guam",201105075,8,"GUAM_EAST_OPEN"
"149",149,"MARIAN","Guam",201105075,9,"GUAM_EAST_OPEN"
"150",150,"MARIAN","Guam",201105075,10,"GUAM_EAST_OPEN"
"151",151,"MARIAN","Guam",201105081,1,"PITI_BOMB_MPA"
"152",152,"MARIAN","Guam",201105081,2,"PITI_BOMB_MPA"
"153",153,"MARIAN","Guam",201105081,3,"PITI_BOMB_MPA"
"154",154,"MARIAN","Guam",201105081,4,"PITI_BOMB_MPA"
"155",155,"MARIAN","Guam",201105081,5,"PITI_BOMB_MPA"
"156",156,"MARIAN","Guam",201105081,6,"PITI_BOMB_MPA"
"157",157,"MARIAN","Guam",201105081,7,"GUAM_WEST_OPEN"
"158",158,"MARIAN","Guam",201105081,8,"GUAM_WEST_OPEN"
"159",159,"MARIAN","Guam",201105081,9,"GUAM_WEST_OPEN"
"160",160,"MARIAN","Guam",201105081,10,"GUAM_WEST_OPEN"
"161",161,"MARIAN","Guam",201105082,1,"GUAM_WEST_OPEN"
"162",162,"MARIAN","Guam",201105082,2,"GUAM_WEST_OPEN"
"163",163,"MARIAN","Guam",201105082,3,"GUAM_WEST_OPEN"
"164",164,"MARIAN","Guam",201105082,4,"GUAM_WEST_OPEN"
"165",165,"MARIAN","Guam",201105082,5,"GUAM_WEST_OPEN"
"166",166,"MARIAN","Guam",201105082,6,"GUAM_WEST_OPEN"
"167",167,"MARIAN","Guam",201105082,7,"GUAM_WEST_OPEN"
"168",168,"MARIAN","Guam",201105082,8,"GUAM_WEST_OPEN"
"169",169,"MARIAN","Guam",201105082,9,"GUAM_WEST_OPEN"
"170",170,"MARIAN","Guam",201105082,10,"GUAM_WEST_OPEN"
"171",171,"MARIAN","Guam",201105083,1,"TUMON_BAY_MPA"
"172",172,"MARIAN","Guam",201105083,2,"TUMON_BAY_MPA"
"173",173,"MARIAN","Guam",201105083,3,"TUMON_BAY_MPA"
"174",174,"MARIAN","Guam",201105083,4,"TUMON_BAY_MPA"
"175",175,"MARIAN","Guam",201105083,5,"TUMON_BAY_MPA"
"176",176,"MARIAN","Guam",201105083,6,"TUMON_BAY_MPA"
"177",177,"MARIAN","Guam",201105083,7,"TUMON_BAY_MPA"
"178",178,"MARIAN","Guam",201105083,8,"TUMON_BAY_MPA"
"179",179,"MARIAN","Guam",201105083,9,"TUMON_BAY_MPA"
"180",180,"MARIAN","Guam",201105083,10,"TUMON_BAY_MPA"
"181",181,"MARIAN","Guam",201105084,1,"GUAM_WEST_OPEN"
"182",182,"MARIAN","Guam",201105084,2,"GUAM_WEST_OPEN"
"183",183,"MARIAN","Guam",201105084,3,"GUAM_WEST_OPEN"
"184",184,"MARIAN","Guam",201105084,4,"GUAM_WEST_OPEN"
"185",185,"MARIAN","Guam",201105084,5,"GUAM_WEST_OPEN"
"186",186,"MARIAN","Guam",201105084,6,"GUAM_WEST_OPEN"
"187",187,"MARIAN","Guam",201105084,7,"GUAM_WEST_OPEN"
"188",188,"MARIAN","Guam",201105084,8,"GUAM_WEST_OPEN"
"189",189,"MARIAN","Guam",201105084,9,"GUAM_WEST_OPEN"
"190",190,"MARIAN","Guam",201105084,10,"GUAM_WEST_OPEN"
"191",191,"MARIAN","Guam",201105085,1,"GUAM_WEST_OPEN"
"192",192,"MARIAN","Guam",201105085,2,"GUAM_WEST_OPEN"
"193",193,"MARIAN","Guam",201105085,3,"GUAM_WEST_OPEN"
"194",194,"MARIAN","Guam",201105085,4,"GUAM_WEST_OPEN"
"195",195,"MARIAN","Guam",201105085,5,"GUAM_WEST_OPEN"
"196",196,"MARIAN","Guam",201105085,6,"GUAM_WEST_OPEN"
"197",197,"MARIAN","Guam",201105085,7,"GUAM_WEST_OPEN"
"198",198,"MARIAN","Guam",201105085,8,"GUAM_WEST_OPEN"
"199",199,"MARIAN","Guam",201105085,9,"GUAM_WEST_OPEN"
"200",200,"MARIAN","Guam",201105085,10,"GUAM_WEST_OPEN"
"201",201,"MARIAN","Guam",201105086,1,"GUAM_WEST_OPEN"
"202",202,"MARIAN","Guam",201105086,2,"GUAM_WEST_OPEN"
"203",203,"MARIAN","Guam",201105086,3,"GUAM_WEST_OPEN"
"204",204,"MARIAN","Guam",201105086,4,"GUAM_WEST_OPEN"
"205",205,"MARIAN","Guam",201105086,5,"GUAM_WEST_OPEN"
"206",206,"MARIAN","Guam",201105086,6,"GUAM_WEST_OPEN"
"207",207,"MARIAN","Guam",201105086,7,"GUAM_WEST_OPEN"
"208",208,"MARIAN","Guam",201105086,8,"GUAM_WEST_OPEN"
"209",209,"MARIAN","Guam",201105086,9,"GUAM_WEST_OPEN"
"210",210,"MARIAN","Guam",201105086,10,"GUAM_WEST_OPEN"
"211",211,"MARIAN","Guam",201105091,1,"GUAM_WEST_OPEN"
"212",212,"MARIAN","Guam",201105091,2,"GUAM_WEST_OPEN"
"213",213,"MARIAN","Guam",201105091,3,"GUAM_WEST_OPEN"
"214",214,"MARIAN","Guam",201105091,4,"GUAM_WEST_OPEN"
"215",215,"MARIAN","Guam",201105091,5,"GUAM_WEST_OPEN"
"216",216,"MARIAN","Guam",201105091,6,"GUAM_WEST_OPEN"
"217",217,"MARIAN","Guam",201105091,7,"GUAM_WEST_OPEN"
"218",218,"MARIAN","Guam",201105091,8,"GUAM_WEST_OPEN"
"219",219,"MARIAN","Guam",201105091,9,"GUAM_WEST_OPEN"
"220",220,"MARIAN","Guam",201105091,10,"GUAM_WEST_OPEN"
"221",221,"MARIAN","Guam",201105092,1,"GUAM_WEST_OPEN"
"222",222,"MARIAN","Guam",201105092,2,"GUAM_WEST_OPEN"
"223",223,"MARIAN","Guam",201105092,3,"GUAM_WEST_OPEN"
"224",224,"MARIAN","Guam",201105092,4,"GUAM_WEST_OPEN"
"225",225,"MARIAN","Guam",201105092,5,"GUAM_WEST_OPEN"
"226",226,"MARIAN","Guam",201105092,6,"GUAM_WEST_OPEN"
"227",227,"MARIAN","Guam",201105092,7,"GUAM_WEST_OPEN"
"228",228,"MARIAN","Guam",201105092,8,"GUAM_WEST_OPEN"
"229",229,"MARIAN","Guam",201105092,9,"GUAM_WEST_OPEN"
"230",230,"MARIAN","Guam",201105092,10,"GUAM_WEST_OPEN"
"231",231,"MARIAN","Guam",201403251,1,"GUAM_WEST_OPEN"
"232",232,"MARIAN","Guam",201403251,2,"GUAM_WEST_OPEN"
"233",233,"MARIAN","Guam",201403251,3,"GUAM_WEST_OPEN"
"234",234,"MARIAN","Guam",201403252,1,"GUAM_WEST_OPEN"
"235",235,"MARIAN","Guam",201403252,2,"GUAM_WEST_OPEN"
"236",236,"MARIAN","Guam",201403252,3,"GUAM_WEST_OPEN"
"237",237,"MARIAN","Guam",201403252,4,"GUAM_WEST_OPEN"
"238",238,"MARIAN","Guam",201403252,5,"GUAM_WEST_OPEN"
"239",239,"MARIAN","Guam",201403252,6,"GUAM_WEST_OPEN"
"240",240,"MARIAN","Guam",201403252,7,"GUAM_WEST_OPEN"
"241",241,"MARIAN","Guam",201403253,1,"GUAM_WEST_OPEN"
"242",242,"MARIAN","Guam",201403253,2,"GUAM_WEST_OPEN"
"243",243,"MARIAN","Guam",201403253,3,"GUAM_WEST_OPEN"
"244",244,"MARIAN","Guam",201403253,4,"GUAM_WEST_OPEN"
"245",245,"MARIAN","Guam",201403253,5,"GUAM_WEST_OPEN"
"246",246,"MARIAN","Guam",201403253,6,"GUAM_WEST_OPEN"
"247",247,"MARIAN","Guam",201403253,7,"GUAM_WEST_OPEN"
"248",248,"MARIAN","Guam",201403253,8,"GUAM_WEST_OPEN"
"249",249,"MARIAN","Guam",201403253,9,"GUAM_WEST_OPEN"
"250",250,"MARIAN","Guam",201403253,10,"GUAM_WEST_OPEN"
"251",251,"MARIAN","Guam",201403254,1,"TUMON_BAY_MPA"
"252",252,"MARIAN","Guam",201403254,2,"TUMON_BAY_MPA"
"253",253,"MARIAN","Guam",201403254,3,"TUMON_BAY_MPA"
"254",254,"MARIAN","Guam",201403254,4,"TUMON_BAY_MPA"
"255",255,"MARIAN","Guam",201403254,5,"GUAM_WEST_OPEN"
"256",256,"MARIAN","Guam",201403254,6,"GUAM_WEST_OPEN"
"257",257,"MARIAN","Guam",201403254,7,"GUAM_WEST_OPEN"
"258",258,"MARIAN","Guam",201403254,8,"GUAM_WEST_OPEN"
"259",259,"MARIAN","Guam",201403254,9,"GUAM_WEST_OPEN"
"260",260,"MARIAN","Guam",201403254,10,"GUAM_WEST_OPEN"
"261",261,"MARIAN","Guam",201403255,1,"GUAM_WEST_OPEN"
"262",262,"MARIAN","Guam",201403255,2,"GUAM_WEST_OPEN"
"263",263,"MARIAN","Guam",201403255,3,"GUAM_WEST_OPEN"
"264",264,"MARIAN","Guam",201403255,4,"GUAM_WEST_OPEN"
"265",265,"MARIAN","Guam",201403255,5,"GUAM_WEST_OPEN"
"266",266,"MARIAN","Guam",201403255,6,"GUAM_WEST_OPEN"
"267",267,"MARIAN","Guam",201403255,7,"TUMON_BAY_MPA"
"268",268,"MARIAN","Guam",201403255,8,"TUMON_BAY_MPA"
"269",269,"MARIAN","Guam",201403255,9,"TUMON_BAY_MPA"
"270",270,"MARIAN","Guam",201403255,10,"TUMON_BAY_MPA"
"271",271,"MARIAN","Guam",201403256,1,"GUAM_WEST_OPEN"
"272",272,"MARIAN","Guam",201403256,2,"GUAM_WEST_OPEN"
"273",273,"MARIAN","Guam",201403256,3,"GUAM_WEST_OPEN"
"274",274,"MARIAN","Guam",201403256,4,"GUAM_WEST_OPEN"
"275",275,"MARIAN","Guam",201403256,5,"GUAM_WEST_OPEN"
"276",276,"MARIAN","Guam",201403256,6,"GUAM_WEST_OPEN"
"277",277,"MARIAN","Guam",201403256,7,"GUAM_WEST_OPEN"
"278",278,"MARIAN","Guam",201403256,8,"GUAM_WEST_OPEN"
"279",279,"MARIAN","Guam",201403256,9,"GUAM_WEST_OPEN"
"280",280,"MARIAN","Guam",201403256,10,"GUAM_WEST_OPEN"
"281",281,"MARIAN","Guam",201403261,1,"GUAM_WEST_OPEN"
"282",282,"MARIAN","Guam",201403261,2,"GUAM_WEST_OPEN"
"283",283,"MARIAN","Guam",201403261,3,"GUAM_WEST_OPEN"
"284",284,"MARIAN","Guam",201403261,4,"GUAM_WEST_OPEN"
"285",285,"MARIAN","Guam",201403261,5,"GUAM_WEST_OPEN"
"286",286,"MARIAN","Guam",201403261,6,"GUAM_WEST_OPEN"
"287",287,"MARIAN","Guam",201403261,7,"GUAM_WEST_OPEN"
"288",288,"MARIAN","Guam",201403261,8,"GUAM_WEST_OPEN"
"289",289,"MARIAN","Guam",201403261,9,"GUAM_WEST_OPEN"
"290",290,"MARIAN","Guam",201403262,1,"ACHANG_MPA"
"291",291,"MARIAN","Guam",201403262,2,"ACHANG_MPA"
"292",292,"MARIAN","Guam",201403262,3,"ACHANG_MPA"
"293",293,"MARIAN","Guam",201403262,4,"ACHANG_MPA"
"294",294,"MARIAN","Guam",201403262,5,"ACHANG_MPA"
"295",295,"MARIAN","Guam",201403262,6,"ACHANG_MPA"
"296",296,"MARIAN","Guam",201403262,7,"GUAM_WEST_OPEN"
"297",297,"MARIAN","Guam",201403262,8,"GUAM_EAST_OPEN"
"298",298,"MARIAN","Guam",201403262,9,"GUAM_EAST_OPEN"
"299",299,"MARIAN","Guam",201403262,10,"GUAM_EAST_OPEN"
"300",300,"MARIAN","Guam",201403263,1,"GUAM_EAST_OPEN"
"301",301,"MARIAN","Guam",201403263,2,"GUAM_EAST_OPEN"
"302",302,"MARIAN","Guam",201403263,3,"GUAM_EAST_OPEN"
"303",303,"MARIAN","Guam",201403263,4,"GUAM_EAST_OPEN"
"304",304,"MARIAN","Guam",201403263,5,"GUAM_EAST_OPEN"
"305",305,"MARIAN","Guam",201403263,6,"GUAM_EAST_OPEN"
"306",306,"MARIAN","Guam",201403263,7,"GUAM_EAST_OPEN"
"307",307,"MARIAN","Guam",201403263,8,"GUAM_EAST_OPEN"
"308",308,"MARIAN","Guam",201403263,9,"GUAM_EAST_OPEN"
"309",309,"MARIAN","Guam",201403263,10,"GUAM_EAST_OPEN"
"310",310,"MARIAN","Guam",201403264,1,"GUAM_WEST_OPEN"
"311",311,"MARIAN","Guam",201403264,2,"GUAM_WEST_OPEN"
"312",312,"MARIAN","Guam",201403264,3,"GUAM_WEST_OPEN"
"313",313,"MARIAN","Guam",201403264,4,"GUAM_WEST_OPEN"
"314",314,"MARIAN","Guam",201403264,5,"GUAM_WEST_OPEN"
"315",315,"MARIAN","Guam",201403264,6,"GUAM_WEST_OPEN"
"316",316,"MARIAN","Guam",201403264,7,"GUAM_WEST_OPEN"
"317",317,"MARIAN","Guam",201403264,8,"GUAM_WEST_OPEN"
"318",318,"MARIAN","Guam",201403264,9,"GUAM_WEST_OPEN"
"319",319,"MARIAN","Guam",201403264,10,"GUAM_WEST_OPEN"
"320",320,"MARIAN","Guam",201403265,1,"GUAM_WEST_OPEN"
"321",321,"MARIAN","Guam",201403265,2,"GUAM_WEST_OPEN"
"322",322,"MARIAN","Guam",201403265,3,"GUAM_WEST_OPEN"
"323",323,"MARIAN","Guam",201403265,4,"GUAM_WEST_OPEN"
"324",324,"MARIAN","Guam",201403265,5,"GUAM_WEST_OPEN"
"325",325,"MARIAN","Guam",201403265,6,"GUAM_WEST_OPEN"
"326",326,"MARIAN","Guam",201403265,7,"GUAM_WEST_OPEN"
"327",327,"MARIAN","Guam",201403265,8,"GUAM_WEST_OPEN"
"328",328,"MARIAN","Guam",201403265,9,"GUAM_WEST_OPEN"
"329",329,"MARIAN","Guam",201403265,10,"GUAM_WEST_OPEN"
"330",330,"MARIAN","Guam",201403266,1,"GUAM_WEST_OPEN"
"331",331,"MARIAN","Guam",201403266,2,"GUAM_WEST_OPEN"
"332",332,"MARIAN","Guam",201403266,3,"GUAM_WEST_OPEN"
"333",333,"MARIAN","Guam",201403266,4,"GUAM_WEST_OPEN"
"334",334,"MARIAN","Guam",201403266,5,"GUAM_WEST_OPEN"
"335",335,"MARIAN","Guam",201403266,6,"GUAM_WEST_OPEN"
"336",336,"MARIAN","Guam",201403266,7,"GUAM_WEST_OPEN"
"337",337,"MARIAN","Guam",201403266,8,"GUAM_WEST_OPEN"
"338",338,"MARIAN","Guam",201403266,9,"GUAM_WEST_OPEN"
"339",339,"MARIAN","Guam",201403271,1,"GUAM_WEST_OPEN"
"340",340,"MARIAN","Guam",201403271,2,"GUAM_WEST_OPEN"
"341",341,"MARIAN","Guam",201403271,3,"GUAM_WEST_OPEN"
"342",342,"MARIAN","Guam",201403271,4,"GUAM_WEST_OPEN"
"343",343,"MARIAN","Guam",201403271,5,"GUAM_WEST_OPEN"
"344",344,"MARIAN","Guam",201403271,6,"GUAM_WEST_OPEN"
"345",345,"MARIAN","Guam",201403271,7,"GUAM_WEST_OPEN"
"346",346,"MARIAN","Guam",201403271,8,"GUAM_WEST_OPEN"
"347",347,"MARIAN","Guam",201403271,9,"GUAM_WEST_OPEN"
"348",348,"MARIAN","Guam",201403271,10,"GUAM_WEST_OPEN"
"349",349,"MARIAN","Guam",201403272,1,"GUAM_WEST_OPEN"
"350",350,"MARIAN","Guam",201403272,2,"GUAM_WEST_OPEN"
"351",351,"MARIAN","Guam",201403272,3,"GUAM_WEST_OPEN"
"352",352,"MARIAN","Guam",201403272,4,"GUAM_WEST_OPEN"
"353",353,"MARIAN","Guam",201403272,5,"GUAM_WEST_OPEN"
"354",354,"MARIAN","Guam",201403272,6,"GUAM_WEST_OPEN"
"355",355,"MARIAN","Guam",201403272,7,"GUAM_WEST_OPEN"
"356",356,"MARIAN","Guam",201403272,8,"GUAM_WEST_OPEN"
"357",357,"MARIAN","Guam",201403272,9,"GUAM_WEST_OPEN"
"358",358,"MARIAN","Guam",201403272,10,"GUAM_WEST_OPEN"
"359",359,"MARIAN","Guam",201403273,1,"GUAM_WEST_OPEN"
"360",360,"MARIAN","Guam",201403273,2,"GUAM_WEST_OPEN"
"361",361,"MARIAN","Guam",201403273,3,"GUAM_WEST_OPEN"
"362",362,"MARIAN","Guam",201403273,4,"GUAM_WEST_OPEN"
"363",363,"MARIAN","Guam",201403273,5,"GUAM_WEST_OPEN"
"364",364,"MARIAN","Guam",201403273,6,"GUAM_WEST_OPEN"
"365",365,"MARIAN","Guam",201403273,7,"GUAM_WEST_OPEN"
"366",366,"MARIAN","Guam",201403273,8,"GUAM_WEST_OPEN"
"367",367,"MARIAN","Guam",201403273,9,"GUAM_WEST_OPEN"
"368",368,"MARIAN","Guam",201403273,10,"GUAM_WEST_OPEN"
"369",369,"MARIAN","Guam",201403274,1,"GUAM_WEST_OPEN"
"370",370,"MARIAN","Guam",201403274,2,"GUAM_WEST_OPEN"
"371",371,"MARIAN","Guam",201403274,3,"GUAM_WEST_OPEN"
